LON,LAT,EDO,CLAVE,ESTACION,feb-16
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0.01
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.02
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.01
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",0
-107.491667,29.035556,CHIH,SOTOMAINEZ,"Soto Mainez, Chih. INIFAP*",0
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",0
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",0
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",0.4
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.01
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",82.3
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",21.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",123.7
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",241.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",12.6
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",0.9
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",43.39
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",0.01
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0.2
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",69.3
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",0
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",109.6
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",69.2
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",6.2
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",0.2
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",0.8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",0.94
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",0.5
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",0
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",0
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",4.2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",0.8
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",0
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",0.5
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",4.2
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",7.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",14.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",7.8
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",14.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",275.9
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",0
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",119.9
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",167.4
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0.2
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",1
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",6.6
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",1.7
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",176.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",38
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",0.8
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",1.41
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",86.8
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",42.4
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",56.22
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",52.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",0
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",0
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",5.6
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",0
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",255.7
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",53
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",0.1
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",0.7
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",110.01
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",0
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",73
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",138.4
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",151.5
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",0.9
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",0.5
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",230.2
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",2.4
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",0.77
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",4.3
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",2.5
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",38.8
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",173.1
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0.11
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",0.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",92.12
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",91
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",6
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",0.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",118.9
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",6.1
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",0
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",123.2
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",2.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",9.4
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",175.3
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",0
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",53.98
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0.1
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",8.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",40.2
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",13.2
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",6
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",7
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",14.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",2
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",1
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",17
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",5
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.5
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",7.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",8.4
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",1.4
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",1.2
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",9
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",4.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",2.5
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",1.01
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0.5
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",2.7
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",1.6
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",5.4
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",3.3
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0.5
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0.5
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0.2
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0.2
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",0.7
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0.7
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0.5
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",3.5
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",0
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",2.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",1.5
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",13
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",0.8
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",3.6
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",1.7
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",2
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0.5
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0.2
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",0
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0.2
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0.5
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0.2
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",1.4
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0.2
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",1.3
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0.7
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",0.8
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",1.3
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",0.2
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
